date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,people
2018/8/30,91.4,78.8,85.1,104.9,78.8,93,75,72.5,0,0,0,0,0,30,20.1,161.5,1007.8,32.6,6.3,215.7,18.6,7,,0.63,0
2018/8/31,93.2,80.6,86.2,105,85.3,94.5,74.5,68.8,0.098,100,12.5,0,0,23.5,13.4,179.8,1008.6,37.4,6.3,235.9,20.3,8,,0.66,0
2018/9/1,93.2,78.8,84.9,105.1,78.8,93.6,76,75.4,0.006,100,4.17,0,0,12.3,8.9,167.6,1007.5,51.3,6.2,178,15.4,7,,0.7,2
2018/9/2,93.2,78.8,84.4,110.3,78.8,94.5,78.2,82.7,0.296,100,4.17,0,0,11.6,13.3,136.3,1005.2,48.4,5.5,179.6,15.4,7,,0.73,1
2018/9/3,93.2,80.6,84.7,110.9,88.1,96.4,79,84,0.37,100,8.33,0,0,15.9,13.4,180.1,1002.2,33.3,5.4,199.8,17.2,7,,0.75,5
2018/9/4,93.2,77,85,105.1,77,91.4,73,69.8,0.01,100,8.33,0,0,22.4,15.5,312.5,1002.7,32.3,5.5,234.4,20.3,7,,0.8,1
2018/9/5,93.2,71.6,82.1,96.4,71.6,84.2,68.2,65.7,0,0,0,0,0,16.3,6.7,124.7,1006.2,46.3,6.1,267.1,23.2,9,,0.84,0
2018/9/6,91.4,78.8,83.7,105.1,78.8,91.6,75.9,77.7,0.266,100,4.17,0,0,17.9,13.3,173,1005.2,14.7,5,195.6,16.8,7,,0.87,0
2018/9/7,82.4,71.6,76.5,92.4,71.6,78.2,71.3,84.4,0.123,100,8.33,0,0,21,11.2,335.9,1008.8,70.1,4.7,79.8,6.8,4,,0.91,0
2018/9/8,73.4,68,70.9,73.4,68,70.9,68.2,91.4,0.438,100,20.83,0,0,15.7,8.9,307.2,1013.2,64,4.7,29.7,2.6,1,,0.94,2
2018/9/9,82.4,66.2,75.2,83.4,66.2,75.5,64.8,72.5,0.012,100,12.5,0,0,23,11.2,0.2,1015.7,40.1,5.8,209.9,18,7,,0.98,0
2018/9/10,80.6,69.8,75,83.3,69.8,75.6,65.2,72.8,0,0,0,0,0,23.7,11.2,357.1,1016.9,60.2,6.3,171.6,14.9,6,,0,2
2018/9/11,80.6,69.8,72.9,83.9,69.8,73.2,68.1,85.6,0.457,100,12.5,0,0,21.3,11.1,107.9,1014.8,78,5.6,45.9,4,2,,0.05,2
2018/9/12,80.6,69.8,74.1,83.3,69.8,74.3,70.7,89.6,0.32,100,12.5,0,0,18.1,8.9,342.8,1012.8,92.4,5.2,106.5,9.2,5,,0.08,1
2018/9/13,86,71.6,79.5,95.1,71.6,83,72.6,80.4,0.036,100,25,0,0,11.9,6.6,348.9,1012.6,49.7,5.4,164.3,14.3,6,,0.11,0
2018/9/14,91.4,73.4,81.7,100.5,73.4,86.4,74.4,79.8,0.017,100,4.17,0,0,14.5,8.9,50.1,1013.2,67.9,4.5,192.7,16.7,7,,0.14,2
2018/9/15,89.5,75.2,81.7,100.2,75.2,86.5,74.6,79.8,0.036,100,16.67,0,0,19.5,11.2,119.9,1013.3,41.5,5.6,182.5,16,6,,0.18,0
2018/9/16,89.6,76.9,82.6,105.1,76.9,90.2,77.4,85.2,0.09,100,8.33,0,0,24.4,15.7,123.5,1013.1,61.1,5.6,143.7,12.3,6,,0.21,2
2018/9/17,78.8,75.1,77.2,78.8,75.1,77.2,75.8,95.8,1.226,100,8.33,0,0,19.5,11.2,255,1015.1,72.4,4.7,109,9.5,4,,0.25,1
2018/9/18,91.3,73.3,81.9,102.4,73.3,87.6,75,81.2,0.049,100,4.17,0,0,13.2,8.9,126.9,1015.5,46.2,5.8,182,15.6,7,,0.27,0
2018/9/19,93.2,78.8,84.9,107.8,78.8,94.2,77.5,79.6,0.001,100,4.17,0,0,14.5,13.3,167.8,1011.6,41.4,5.7,213.5,18.3,8,,0.31,1
2018/9/20,94.7,73.5,82.7,112.4,73.5,91.5,77.2,84.4,0.575,100,8.33,0,0,15.2,6.7,191,1009.4,80.9,7.6,174.1,15,7,,0.34,1
2018/9/21,82.4,75.2,77.5,90.8,75.2,78.6,73.9,88.8,0.115,100,8.33,0,0,19.5,11.2,341.7,1011.9,91.9,4.5,75.7,6.5,3,,0.37,1
2018/9/22,78.8,73.4,76,78.8,73.4,76,72.6,89.4,0.039,100,12.5,0,0,11.9,6.7,12,1015.7,78.3,3.8,32.7,2.8,1,,0.4,0
2018/9/23,82.4,73.4,77.1,87.2,73.4,78.3,72.4,85.9,0.003,100,4.17,0,0,16.8,8.9,19.4,1015.8,68.7,4,46.3,3.8,2,,0.44,1
2018/9/24,84.2,69.8,77.1,84.6,69.8,77.3,64.4,67.6,0.079,100,37.5,0,0,29.8,13.4,38.1,1016.4,36.8,4.9,190.6,16.4,7,,0.47,1
2018/9/25,80.6,68,73.7,81.1,68,73.7,59.1,61.2,0,0,0,0,0,27.7,13.4,26.7,1015.5,63.1,6.3,158.2,13.6,6,,0.5,0
2018/9/26,80.6,66.2,73.9,82.3,66.2,74,61,64.4,0.012,100,8.33,0,0,27.5,13.4,358.5,1014.3,56.3,6.3,167.5,14.5,7,,0.54,0
2018/9/27,80.6,68,73.7,82.7,68,73.9,63.8,72.7,0.128,100,8.33,0,0,28.6,15.5,3.7,1014.1,60.8,6.2,193.3,16.9,8,,0.57,1
2018/9/28,82.4,64.4,73,83.4,64.4,73.3,63.1,72.6,0.004,100,4.17,0,0,25.9,11.2,4,1013.7,31.2,6.3,189.4,16.4,6,,0.61,0
2018/9/29,80.6,71.6,75,81.8,71.6,75.1,62.6,66.1,0.004,100,4.17,0,0,39.6,17.9,353.2,1010.5,47.9,6.3,169.8,14.6,6,,0.64,0
2018/9/30,82.4,66.2,74,82.5,66.2,74,58.8,60.1,0,0,0,0,0,28.2,15.7,323.2,1011.4,4.8,5.4,245.5,21.1,8,,0.68,0
2018/10/1,78.8,64.4,71,78.8,64.4,71,52.2,56.2,0,0,0,0,0,23.5,15.7,320.5,1016.8,10.6,5.6,240.5,20.8,8,,0.72,1
2018/10/2,78.8,60.8,68.5,78.8,60.8,68.5,53,60.5,0,0,0,0,0,16.3,8.9,339.9,1019.4,45.6,6.3,232.4,20.2,8,,0.75,0
2018/10/3,78.8,59,68.6,78.8,59,68.6,55.1,64.7,0,0,0,0,0,21.7,11.1,20.2,1020.3,18.7,6.3,207.9,18,7,,0.79,0
2018/10/4,77,60.8,71,77,60.8,71,56.1,60.7,0.012,100,4.17,0,0,33.3,15.7,3.9,1017.5,56,6.2,182.4,15.7,7,,0.82,2
2018/10/5,71.6,66.2,68.6,71.6,66.2,68.6,61.4,79,1.248,100,20.83,0,0,43.4,24.6,324.2,1009.8,86.6,4.8,45.8,3.9,2,,0.86,0
2018/10/6,78.8,62.6,69.9,78.8,62.6,69.9,52.6,55.9,0,0,0,0,0,34.4,15.5,309.8,1015.4,23.8,6.2,237.4,20.5,8,,0.89,3
2018/10/7,80.6,59,68.9,81.1,59,68.9,58.6,71.7,0,0,0,0,0,17,8.9,25.5,1018.4,27.2,5.4,173.9,14.9,6,,0.93,0
2018/10/8,78.8,60.8,69.2,78.8,60.8,69.2,60.4,75.2,0,0,0,0,0,17.2,8.9,75.9,1017.4,30.4,5,191.6,16.4,7,,0.96,1
2018/10/9,78.8,62.6,69.6,78.8,62.6,69.6,61.6,77,0.051,100,8.33,0,0,10.7,6.7,321.2,1015.8,46.9,5.4,129,11.2,6,,0,0
2018/10/10,69.8,59,63.4,69.8,59,63.4,58.2,83.2,0.257,100,20.83,0,0,23.3,15.5,322,1020.4,71.5,4.1,25.8,2.3,1,,0.03,0
2018/10/11,69.8,53.7,62.2,69.8,53.7,62.2,48.4,62.8,0.057,100,4.17,0,0,28.6,11.2,355.9,1024.8,63.3,6.2,156.1,13.6,6,,0.06,0
2018/10/12,69.8,55.4,61.9,69.8,55.4,61.9,50.8,68.4,0.004,100,4.17,0,0,17.4,8.9,351.2,1025.2,60.7,6.2,128,11.1,5,,0.1,0
2018/10/13,77,51.8,64.2,77,51.8,64.2,53.3,70.8,0.012,100,12.5,0,0,16.8,8.9,87.8,1023.1,37.1,5.8,151.8,13.1,6,,0.13,1
2018/10/14,69.8,60.8,64.3,69.8,60.8,64.3,58.7,82.5,0.043,100,12.5,0,0,10.3,6.7,170.6,1020.7,57.7,4.9,52.8,4.6,2,,0.16,0
2018/10/15,68,59,63.4,68,59,63.4,59,85.9,0.063,100,12.5,0,0,10.5,6.7,336,1018.6,60,5.3,37,3.4,1,,0.19,0
2018/10/16,62.6,59,61.3,62.6,59,61.3,59.5,93.7,0.303,100,20.83,0,0,24.4,8.9,328,1017,90.5,3.1,77,6.8,4,,0.23,0
2018/10/17,71.6,57.2,63.2,71.6,57.2,63.2,55,76.1,0.031,100,8.33,0,0,21,8.9,342.3,1017.5,37.1,5.5,150.2,12.9,5,,0.25,0
2018/10/18,73.4,53.6,62.1,73.4,53.6,62.1,53.5,75.3,0.052,100,25,0,0,23.7,11.1,9.6,1021.1,47.7,4.6,156.9,13.6,6,,0.29,2
2018/10/19,69.8,51.8,61,69.8,51.8,61,48.8,66.4,0,0,0,0,0,17.7,8.9,1.8,1024.6,59.5,6.2,186.8,16,7,,0.32,4
2018/10/20,69.8,55.4,61.4,69.8,55.4,61.4,54.3,78.5,0.006,100,4.17,0,0,8.9,4.5,7,1023.9,42.1,5.6,56.1,4.8,2,,0.35,0
2018/10/21,64.4,59,61.9,64.4,59,61.9,58.8,89.9,0.092,100,29.17,0,0,14.5,4.5,135.1,1020.8,81.3,3.6,42.7,3.8,2,,0.39,0
2018/10/22,66.2,62.5,64.5,66.2,62.5,64.5,62.9,94.6,0.087,100,16.67,0,0,10.5,11.2,327.9,1017.8,89.8,2.2,41.4,3.6,2,,0.42,1
2018/10/23,73.3,60.8,66,73.3,60.8,66,58.7,78.4,0.007,100,4.17,0,0,22.6,11.2,335.9,1020.1,72.2,3.5,113.2,9.8,5,,0.45,2
2018/10/24,75.2,55.4,64.3,75.2,55.4,64.3,57.8,80.8,0.002,100,4.17,0,0,15.2,8.8,131.3,1020.3,40.7,2.8,129.6,11.1,5,,0.48,1
2018/10/25,73.4,57.2,66.6,73.4,57.2,66.6,59.1,78.2,0.063,100,16.67,0,0,20.8,13.4,165.2,1017.8,34,4.3,141,12.1,6,,0.5,1
2018/10/26,75.2,60.9,67.6,75.2,60.9,67.6,57.4,71.8,0.078,100,8.33,0,0,28.2,15.7,312.8,1017.5,58.6,4.7,115.7,9.9,5,,0.55,3
2018/10/27,71.5,50,60.5,71.5,48.5,60.4,39.8,50.7,0,0,0,0,0,21.7,8.9,328.7,1022.7,1.1,5.7,209.2,18,8,,0.59,1
2018/10/28,75.2,46.4,59.9,75.2,46.4,59.8,40.6,55.6,0,0,0,0,0,16.1,11.2,258.9,1018.4,0,5.7,206.7,17.8,8,,0.62,1
2018/10/29,80.6,50,63.4,79.3,50,63.2,45.1,56.4,0,0,0,0,0,15.9,11.2,299.6,1016.9,0,5.8,202.7,17.6,7,,0.66,1
2018/10/30,75.2,51.8,63.6,75.2,51.8,63.6,51.1,66.5,0,0,0,0,0,16.3,6.7,39.1,1021.1,10.2,5.2,190.1,16.4,7,,0.7,0
2018/10/31,69.8,53.6,62.4,69.8,53.6,62.4,53.1,72.8,0.008,100,8.33,0,0,21,8.9,12,1024,35.1,5.1,142.3,12.3,5,,0.73,1
2018/11/1,68,50,59.2,68,50,59.2,47.7,67.1,0,0,0,0,0,21.3,8.9,352.1,1026.2,68.4,6.3,123.5,10.7,4,,0.75,0
2018/11/2,66.2,53.6,61.2,66.2,53.6,61.2,51.3,70.8,0.012,100,8.33,0,0,20.8,6.7,19,1025.2,71.3,6.3,83,7.4,4,,0.8,1
2018/11/3,68,60.8,63.9,68,60.8,63.9,60.7,89.4,0.043,100,8.33,0,0,15.4,4.5,23.6,1021.7,60.3,3.7,32.2,2.8,2,,0.84,1
2018/11/4,76.9,57.2,66.2,76.9,57.2,66.2,60.3,82.9,0.002,100,4.17,0,0,15,8.9,81.8,1020.2,46.5,4,130.2,11.2,6,,0.87,1
2018/11/5,77,62.6,68.9,77,62.6,68.9,62.5,80.9,0.094,100,20.83,0,0,16.8,13.4,111.2,1020.2,60.5,5.1,88.7,7.6,4,,0.91,0
2018/11/6,69.8,66.2,66.8,69.8,66.2,66.8,63.4,89.1,0.133,100,8.33,0,0,15.7,11.2,134.1,1021.3,86.6,4.5,99.6,8.5,5,,0.95,1
2018/11/7,69.8,62.6,64.6,69.8,62.6,64.6,60.4,86.4,0.015,100,4.17,0,0,16.8,11.1,336.2,1020.2,38.3,4.3,83.4,7.3,4,,0.98,0
2018/11/8,60.8,53.6,57.4,60.8,53.6,57.4,53.5,87,0.024,100,8.33,0,0,19.7,15.7,349,1019.5,81.5,4.9,27.5,2.5,1,,0,0
2018/11/9,64.4,44.6,54.9,64.4,42.2,54.8,46.3,75.3,0,0,0,0,0,16.6,6.7,10.7,1023.3,4.6,4.8,178.6,15.3,7,,0.05,0
2018/11/10,69.8,46.4,58,69.8,44.3,57.7,50.8,78.7,0.028,100,12.5,0,0,15.9,11.2,147.3,1023.2,6.7,3.8,160.3,13.8,6,,0.08,0
2018/11/11,73.4,59,64.3,73.4,59,64.3,57.1,78.1,0.014,100,8.33,0,0,16.8,11.2,337.9,1019.1,34.5,3.5,111.8,9.8,5,,0.11,0
2018/11/12,60.8,57.2,58.9,60.8,57.2,58.9,55.8,89.4,0.336,100,20.83,0,0,22.1,11.2,331.8,1019.4,90.3,4.3,24.1,2.1,1,,0.14,0
2018/11/13,66.1,53.6,59.5,66.1,53.6,59.5,49.6,70.9,0.008,100,4.17,0,0,21.3,8.9,339.7,1020.5,78.3,5.9,111.5,9.7,5,,0.18,2
2018/11/14,64.4,48.2,57.6,64.4,48.2,57.6,50,77,0,0,0,0,0,16.6,6.7,53.2,1021.5,45.5,5,101.7,8.9,4,,0.21,1
2018/11/15,64.4,55.4,60.4,64.4,55.4,60.4,55.5,84.1,0.052,100,8.33,0,0,8.9,4.5,158.6,1020,39.8,3.3,71.9,6.2,3,,0.25,1
2018/11/16,60.8,55.4,58.6,60.8,55.4,58.6,54.8,87.3,0.077,100,4.17,0,0,28.9,15.5,323.7,1020.8,73,3.6,55.8,4.6,3,,0.27,0
2018/11/17,60.8,57.2,57.9,60.8,57.2,57.9,53.6,86,0.06,100,16.67,0,0,19.7,8.9,341.4,1022.5,88.9,4.5,34.8,3,2,,0.31,0
2018/11/18,57.2,53.6,56.2,57.2,53.6,56.2,55.1,96.1,0.404,100,16.67,0,0,17,11.1,339,1020.3,91.9,3.6,20,1.6,1,,0.34,0
2018/11/19,57.2,48.2,52.4,57.2,45.3,52.1,47.7,84.2,0.2,100,12.5,0,0,21.9,11.2,326.9,1024.3,68.9,4.5,114.9,9.9,6,,0.37,0
2018/11/20,62.6,46.4,54.9,62.6,46.4,54.9,50,84.3,0.01,100,4.17,0,0,17.7,6.7,209.6,1022.9,66.7,2.3,95.9,8.3,4,,0.4,2
2018/11/21,60.8,55.4,58.5,60.8,55.4,58.5,55.8,91.1,0.906,100,20.83,0,0,32.2,15.5,322.3,1019.1,88.9,3,36.4,3,2,,0.43,2
2018/11/22,59,46.4,54.4,59,44.3,54,44.1,69.5,0.049,100,4.17,0,0,28.2,15.7,333.1,1027.1,73,5.5,108.7,9.3,4,,0.47,0
2018/11/23,64.4,41,52.8,64.4,38.1,52.4,43.5,72.6,0,0,0,0,0,15,11.2,153.9,1025.7,8.9,4.5,148.3,12.8,6,,0.5,0
2018/11/24,69.8,44.6,56.2,69.8,40.8,55.5,46.3,72.9,0,0,0,0,0,11,6.7,93.2,1023.9,11.2,5,159.5,13.7,6,,0.53,0
2018/11/25,66.2,48.2,56,66.2,46.4,55.9,52.6,88.9,0.178,100,8.33,0,0,9.4,6.7,157.2,1022.4,27.8,3,71.3,6.1,4,,0.57,0
2018/11/26,64.4,53.7,59.3,64.4,53.7,59.3,56.4,90.6,0.132,100,12.5,0,0,22.4,13.3,335,1021.8,43.9,2.5,75.4,6.5,4,,0.6,0
2018/11/27,68,48.2,56.9,68,48.2,56.9,52.6,86.9,0.001,100,4.17,0,0,15.7,8.9,353,1023.2,27.1,1.7,119.9,10.3,5,,0.64,1
2018/11/28,62.6,50,53.4,62.6,48.5,53.2,49.9,89,0,0,0,0,0,14.3,6.7,335.2,1023,54.8,1.3,127.6,11,5,,0.68,0
2018/11/29,69.8,44.6,55.5,69.8,42.3,55.4,46.6,76.3,0,0,0,0,0,9.4,4.5,156.6,1024.9,0,3.1,154.3,13.2,6,,0.71,0
2018/11/30,69.8,46.4,57.9,69.8,46.4,57.8,50.2,77.3,0,0,0,0,0,19.7,13.4,160.7,1024,12.7,4.2,137.8,11.9,5,,0.75,0
2018/12/1,73.4,51.8,60.1,73.4,51.8,60.1,54.5,83.5,0,0,0,0,0,11.2,8.9,135.1,1020.8,7.9,3.7,126.1,10.8,6,,0.78,0
2018/12/2,71.6,57.2,63.9,71.6,57.2,63.9,61.2,91.4,0.266,100,8.33,0,0,26.6,11.2,161.9,1017.4,30,2.9,87.1,7.5,4,,0.82,0
2018/12/3,69.8,60.8,65,69.8,60.8,65,63.5,95.1,0.036,100,4.17,0,0,11.9,6.7,48.4,1016,46,1.2,108.3,9.3,5,,0.85,0
2018/12/4,66.2,51.8,60.1,66.2,51.8,60.1,58,92.9,0.214,100,12.5,0,0,24.8,13.4,340.1,1020.3,97.5,3.4,35,2.9,2,,0.89,2
2018/12/5,57.2,51.8,55,57.2,51.8,55,52.3,91.1,0.421,100,16.67,0,0,21,8.9,327.5,1023.3,93.6,4.9,28,2.2,2,,0.92,0
2018/12/6,59,46.4,53.5,59,41.2,52.3,50.8,90.9,0.355,100,8.33,0,0,27.1,13.4,342.9,1022.3,94,4.4,13.2,1.1,1,,0.96,1
2018/12/7,46.4,37.4,42.3,41.1,29.9,35.9,39.5,89.9,0.615,100,16.67,0,0,27.5,13.4,333.2,1032.3,94,3.4,15,1.2,1,,0,2
2018/12/8,37.4,33.8,36.2,30.9,26.5,28.7,33.4,89.6,0.71,100,16.67,0.3,0.1,25.5,13.4,326.6,1034.9,100,3.5,18.8,1.6,1,,0.03,0
2018/12/9,39.2,33.8,36.8,39.2,26.5,32.8,34.8,92.4,0.552,100,16.67,0.6,0.5,21,11.2,328.3,1032.5,100,3.6,17.5,1.5,1,,0.06,0
2018/12/10,46.4,39.2,42.6,46.4,36,41.6,42.1,98,0.76,100,20.83,0,0.4,22.8,4.5,183,1027,100,2.2,12.2,1.1,0,,0.09,1
2018/12/11,48.2,42.8,46.6,48.2,36.7,42.7,44.2,91.5,0.857,100,20.83,0,0.3,28.4,15.5,323.1,1026.9,97.2,4.6,25.6,2.2,1,,0.13,0
2018/12/12,44.6,37.4,41.2,38.9,29.1,35,34.3,76.2,0.007,100,4.17,0,0,30.4,17.9,327.6,1032.7,43,3.1,109.5,9.3,5,,0.16,0
2018/12/13,42.8,35.6,41,40.2,31.8,36.3,32.2,71,0,0,0,0,0,17.9,8.9,328.3,1033.3,55.7,3.1,75.1,6.4,4,,0.19,0
2018/12/14,46.4,39.2,42.6,44.6,34.3,40.5,34,71.8,0.001,100,4.17,0,0,17.2,6.7,331.9,1034.5,80.1,2.8,65.3,5.6,3,,0.22,0
2018/12/15,50,44.6,47,50,44.6,46.7,43.4,87.4,0.037,100,4.17,0,0,8.7,4.5,119.5,1029.6,94,1.7,22,1.8,1,,0.25,1
2018/12/16,50,37.5,45.5,48.2,37.5,43.2,39.7,81.4,0.376,100,12.5,0,0,42.5,13.4,326.1,1024.7,46,4.1,83.4,7.2,4,,0.29,1
2018/12/17,59,32,44.5,59,32,44.4,34.3,73.6,0.007,100,4.17,0,0,21.9,8.9,315.4,1025.3,0,4,154.5,13.5,6,,0.32,1
2018/12/18,62.6,33.8,47.2,62.6,29.7,46.3,36,69.9,0,0,0,0,0,11.4,6.7,173.3,1024.5,0,4.2,154,13.5,6,,0.35,3
2018/12/19,64.4,41,52.6,64.4,38.1,52.2,40.6,66.2,0,0,0,0,0,17.7,6.7,169.5,1020.1,45.6,5.5,65.1,5.8,3,,0.38,0
2018/12/20,53.6,50,52.6,53.6,50,52.6,50.1,91.1,0.425,100,16.67,0,0,17.2,6.7,330.1,1019.2,93.1,2.6,20.4,1.6,1,,0.42,1
2018/12/21,60.8,51.8,55.8,60.8,51.8,55.8,52.9,90.3,0,0,0,0,0,11.4,4.5,16.1,1020.6,88.9,2.3,54.8,4.9,2,,0.45,0
2018/12/22,60.8,55.4,56.9,60.8,55.4,56.9,55.3,94.5,0.097,100,12.5,0,0,11.9,8.9,353.5,1020.3,88.9,1.7,46.9,4,2,,0.48,0
2018/12/23,55.4,48.2,52.1,55.4,45.2,51.4,45.9,80,0.155,100,12.5,0,0,27.5,11.2,347,1026.9,89.1,3.8,53.2,4.6,2,,0.5,1
2018/12/24,55.4,41.1,49.5,55.4,38.1,48.8,41.4,74.3,0.034,100,4.17,0,0,19.5,8.9,10.3,1026.7,52.1,5,100.1,8.7,4,,0.55,0
2018/12/25,53.6,48.2,51.4,53.6,46.5,51.4,47.5,86.8,0.079,100,4.17,0,0,9.6,6.7,175.7,1020.7,65.5,4.6,31.3,2.6,1,,0.58,1
2018/12/26,53.6,48.2,51.4,53.6,42.8,50.5,50.7,97.4,0.189,100,16.67,0,0,23.9,13.3,340.5,1019.8,99.5,2.6,11.9,1,1,,0.62,0
2018/12/27,48.2,42.8,45.9,44.2,37.5,41.4,39.8,79.8,0.232,100,12.5,0,0,30.9,15.7,3.6,1027.9,92.6,5.6,39.9,3.3,2,,0.65,1
2018/12/28,42.8,32,38.3,37.5,24.3,31.3,26.9,63.6,0.008,100,8.33,0,0,30.9,13.4,347.3,1035.6,80.4,6.1,88.8,7.8,4,,0.69,0
2018/12/29,41,30.2,35.1,33.6,18.4,26.5,22.8,60.8,0,0,0,0,0,29.1,17.7,327.2,1038.4,59.7,6.2,85.1,7.3,4,,0.75,0
2018/12/30,37.4,33.8,35.5,32.2,26.5,29.1,26.8,71.1,0.017,100,4.17,0.2,0.1,22.6,11.1,330.7,1038.5,62.1,5.2,37.4,3.3,2,,0.76,0
2018/12/31,39.2,32,36.6,34.3,25.7,30.5,33.1,87.3,0.251,100,8.33,0.8,1,20.6,11.2,326.8,1037.7,94.9,3,65.7,5.8,3,,0.79,0
2019/1/1,41,37.4,39.4,36,30.9,34.3,32.3,75.9,0,0,0,0,0.6,21,9.2,327.9,1037.2,75.9,4.6,53.5,4.5,2,,0.83,0
2019/1/2,39.2,35.6,38.2,39.2,30,35.4,34.9,88.2,0.127,100,20.83,0.3,0.4,14.8,8.9,319.2,1035.8,83.9,2.8,32.3,2.8,2,,0.86,0
2019/1/3,48.2,39.2,43.4,48.2,39.2,43.2,40.4,89.5,0.036,100,8.33,0,0.1,14.1,4.5,24.3,1033.5,81.4,1.8,47.1,4.2,2,,0.9,0
2019/1/4,53.6,44.6,49.1,53.6,43,48.2,47.4,94,0.536,100,12.5,0,0,17.2,11.3,346.9,1027.3,74,1.9,13.6,1.1,1,,0.93,1
2019/1/5,46.4,44.6,45.8,46.4,38.9,42.4,43.2,90.8,0.216,100,20.83,0,0,21.3,11.2,339.4,1026.4,70.4,4.6,17.2,1.4,1,,0.97,1
2019/1/6,46.5,42.8,44.7,44.7,37.5,41.7,40.9,86.7,0.116,100,12.5,0,0,17.7,11.1,337,1029.3,83.4,4.4,34.9,2.9,1,,0,0
2019/1/7,48.2,42.8,45.7,48.2,42.2,44.7,44,94,0.085,100,8.33,0,0,6.5,6.7,322.7,1027,71.5,2.2,12.2,1,1,,0.04,0
2019/1/8,46.4,41,44.6,43,36.5,40.8,42,90.6,0.047,100,12.5,0,0,20.6,8.9,343.5,1030.2,75.5,3.4,24.3,2.1,1,,0.07,1
2019/1/9,44.6,41,42,44.6,36.5,39.3,40.3,93.8,0.14,100,16.67,0,0,15.7,7.1,329.5,1031.2,66.7,1.9,25.8,2.2,1,,0.1,1
2019/1/10,46.4,44.6,45.1,44.6,40.8,43.6,44.3,97.2,0.261,100,16.67,0,0,11.2,7,337.1,1025.9,69.1,3,15.5,1.4,1,,0.14,0
2019/1/11,50,44.6,47.2,50,42.2,46,46.3,96.9,0.964,100,20.83,0,0,18.1,6.7,324.5,1022.3,62.2,3.9,9.7,0.8,1,,0.17,2
2019/1/12,46.5,42.8,45.3,44.3,39.7,41.3,40.2,82.3,0.023,100,8.33,0,0,22.4,11.2,332.1,1024.8,83,5.6,61.8,5.3,3,,0.2,0
2019/1/13,46.4,41,43.8,44.6,36.5,41,33.6,67.5,0,0,0,0,0,17,8.9,322.6,1027,94,4.1,91.9,8,4,,0.23,1
2019/1/14,46.4,39.2,43.5,46.4,39.2,43.1,40.6,89.9,0.017,100,8.33,0,0,13.9,4.5,121,1025.5,76.4,2.2,69.1,5.7,4,,0.25,0
2019/1/15,46.4,42.8,45.1,46.4,38.7,42.3,43.8,95.1,0.272,100,20.83,0,0,20.6,11.2,351.5,1026.8,78.9,1.9,16.7,1.4,1,,0.3,0
2019/1/16,42.8,37.4,40.6,38.7,32.2,36.3,33.1,75,0.067,100,8.33,0,0,20.6,8.9,351.5,1029.8,74.3,4.9,63.5,5.4,2,,0.33,0
2019/1/17,50,32,40.3,47.3,32,38.8,31.8,74.3,0.015,100,4.17,0,0,20.6,11.2,347.3,1028.8,18.1,3.2,170.5,14.7,7,,0.37,0
2019/1/18,55.4,30.2,42.4,55.4,25.5,40.6,33.3,73.8,0,0,0,0,0,20.1,13.4,166.4,1027,0.1,4,172.9,15.1,7,,0.4,1
2019/1/19,60.7,35.6,48.2,60.7,31.8,47.3,40.6,76.6,0,0,0,0,0,16.8,11.2,357.4,1021.6,11.7,3.9,141.9,12.3,6,,0.43,0
2019/1/20,50,41,45.9,46.3,36.5,40.9,35.4,67.7,0.025,100,8.33,0,0,27.3,15.7,339,1027.8,51.9,2.8,126.6,11,6,,0.47,0
2019/1/21,48.2,32,40.6,44.2,25.7,37.4,26,59,0,0,0,0,0,20.8,8.9,341.7,1028.9,25.2,6,126,10.8,5,,0.5,1
2019/1/22,53.6,32,42.1,53.6,32,41.8,28.9,63.6,0,0,0,0,0,21.3,11.2,307.7,1025.2,8.6,4.9,176.4,15.2,7,,0.53,1
2019/1/23,57.2,32,43.1,57.2,29.8,42.8,29.4,64.3,0,0,0,0,0,12.1,6.7,325.1,1024.6,0.1,3.6,182.1,15.7,7,,0.57,0
2019/1/24,57.2,32,43.3,57.2,27.6,42.8,30.2,65.2,0,0,0,0,0,11.6,4.5,133.5,1024.7,0.2,3.2,182.1,15.6,7,,0.6,0
2019/1/25,57,32,44.2,57,31.8,42.8,34.8,71.6,0,0,0,0,0,22.8,11.2,29.3,1026.1,20.2,3.8,172.8,14.9,6,,0.63,0
2019/1/26,44.6,37.4,40.3,39.2,29.1,34.9,27.5,60.2,0,0,0,0,0,25.7,13.4,340.7,1033.4,72.6,6.3,89.3,7.7,3,,0.67,0
2019/1/27,55.4,30.2,41.1,55.4,25.5,38.8,31.1,70.6,0,0,0,0,0,14.8,11.1,154.9,1029.4,20.8,6.3,177.8,15.4,7,,0.7,1
2019/1/28,53.6,39.2,45.5,53.6,35.8,44.2,36.9,72.7,0,0,0,0,0,17.7,8.9,6.7,1025.3,68.5,5.3,104.4,9.2,5,,0.75,2
2019/1/29,57.2,44.5,48.8,57.2,42,48.3,40.2,72.4,0,0,0,0,0,11.6,6.7,68.5,1025.9,52.6,3.3,75.8,6.6,3,,0.77,0
