date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,moonphase,people
2017/6/5,71.6,64.4,68.7,71.6,64.4,68.7,63.7,84.3,0.318,100,12.5,0,0,26.2,8.9,127.3,1010.9,86.3,5.8,56,4.8,4,,0.35,0
2017/6/6,89.6,69.8,78.3,102.5,69.8,81.6,72.3,83.2,0.014,100,12.5,0,0,28.4,8.9,75.7,1007.6,77.2,4.8,215.5,18.7,8,,0.39,2
2017/6/7,84.2,71.5,76.4,85.7,71.5,76.8,65,69,0.087,100,16.67,0,0,20.1,11.2,325.7,1011,64,5.4,206.7,17.8,8,,0.42,2
2017/6/8,86,68,77.4,89.4,68,78.2,66,70.2,0,0,0,0,0,20.8,13.4,145.7,1011.8,37,4.5,282.2,24.3,9,,0.45,0
2017/6/9,78.8,73.4,76.4,78.8,73.4,76.4,71.7,85.8,0.296,100,8.33,0,0,16.1,11.1,179.5,1008.9,31.8,4.7,188.8,16.3,7,,0.5,0
2017/6/10,96.8,73.4,83.2,107.5,73.4,89.6,75.5,80.1,0.102,100,8.33,0,0,28.2,15.7,192.6,1004.3,32.7,4.2,230.9,20.1,7,,0.52,0
2017/6/11,84.2,69.8,74.9,94.1,69.8,75.7,72.6,93,0.283,100,12.5,0,0,22.4,11.1,21.9,1007.7,69.8,5.1,80.5,7,4,,0.56,1
2017/6/12,69.8,68,68.6,69.8,68,68.6,68.5,99.5,1.93,100,20.83,0,0,25.1,13.4,119.2,1010.3,70.4,4.4,36.6,3.1,2,,0.59,0
2017/6/13,69.8,66.2,68.1,69.8,66.2,68.1,68.1,100,3.27,100,20.83,0,0,19.7,6.7,113.4,1011,72.3,2.9,14.4,1.1,1,,0.62,6
2017/6/14,77,66.2,71.1,77,66.2,71.1,66.1,85.7,0.237,100,12.5,0,0,21.7,11.2,10.1,1011.3,66.3,5.4,173.9,15,6,,0.66,2
2017/6/15,82.3,62.6,71.5,82,62.6,71.6,62.1,74.7,0,0,0,0,0,16.3,11.2,146.7,1011.1,38.2,5.9,282,24.5,10,,0.69,1
2017/6/16,77,68,71.9,77,68,71.9,64.7,78.8,0.016,100,12.5,0,0,17.4,11.1,171.9,1009.3,49.6,5.7,168.7,14.5,7,,0.73,1
2017/6/17,80.6,66.2,73,82.7,66.2,73.5,65.7,79.5,0.052,100,8.33,0,0,21.9,8.9,121.9,1008.4,67.4,5.2,209,17.9,7,,0.75,2
2017/6/18,82.4,66.2,74.4,84.6,66.2,74.7,67,79.2,0.024,100,8.33,0,0,26.4,15.7,136.9,1008.9,66.2,5.9,247,21.4,8,,0.8,2
2017/6/19,78.8,71.6,74.5,78.8,71.6,74.5,73.5,96.9,0.047,100,12.5,0,0,11,6.7,131.8,1005,72.3,3.8,32.4,2.8,1,,0.83,2
2017/6/20,84.2,73.4,77.9,90.9,73.4,80.1,73.6,87.7,0.138,100,12.5,0,0,15.9,8.9,292,1002.5,55.5,3.9,172.8,14.8,6,,0.86,0
2017/6/21,80.6,71.6,75,86.1,71.6,75.5,73.9,96.5,0.707,100,12.5,0,0,18.3,6.7,168.8,1005.4,45.6,2.9,79.3,6.9,3,,0.9,2
2017/6/22,84.2,71.6,77.2,94.1,71.6,79.7,74.7,92.2,0.758,100,16.67,0,0,20.4,6.7,85.1,1005.4,67,4.2,81.5,7,3,,0.93,2
2017/6/23,86,75.2,79.6,95.2,75.2,83.4,76.1,89.8,0.494,100,8.33,0,0,15.4,11.1,98.7,1005.2,49.6,2.8,70.4,6,2,,0.97,2
2017/6/24,82.4,75.2,78.1,93.8,75.2,79.3,77.4,97.9,0.948,100,16.67,0,0,25.3,9,197.8,1001.6,67.2,3.6,34.7,3,2,,0,2
2017/6/25,75.2,71.6,74,75.2,71.6,74,73.9,99.7,0.806,100,20.83,0,0,11,6.7,215.3,1003.8,65.7,4.7,42.3,3.6,1,,0.04,1
2017/6/26,78.8,71.6,74.7,78.8,71.6,74.7,73.2,95.5,0.086,100,16.67,0,0,13.4,8.9,183.2,1006.7,20.1,3.6,64.4,5.7,3,,0.07,0
2017/6/27,80.6,71.6,74.9,85.2,71.6,75.6,71.8,90.7,0.1,100,12.5,0,0,11.9,8.9,175.8,1008.9,16.1,3.8,106.9,9.3,4,,0.1,0
2017/6/28,75.2,69.8,72.3,75.2,69.8,72.3,71.2,96.4,0.296,100,12.5,0,0,10.7,6.7,169.9,1010.5,53.2,3,61.1,5.2,3,,0.13,0
2017/6/29,87.8,71.6,76.2,99.9,71.6,77.9,74,93.8,0.55,100,16.67,0,0,18.6,8.9,143.9,1009,69.8,2.6,159.3,13.8,5,,0.17,0
2017/6/30,94.9,73.4,82.8,113.2,73.4,90.3,76.4,82.8,0.415,100,12.5,0,0,17.4,13.3,151.8,1007.2,65.8,6.1,259.9,22.4,8,,0.2,0
2017/7/1,93.2,77,85.1,107.8,77,93.8,76.9,77.5,0.133,100,8.33,0,0,30.6,19.9,165.8,1005.1,39.7,5.4,262.5,22.7,9,,0.25,0
2017/7/2,91.4,80.6,85.5,107.8,87,95.8,77.1,76.8,0.014,100,4.17,0,0,34.9,20.1,163.8,1005.5,81.9,6.3,247.9,21.5,8,,0.27,1
2017/7/3,93.2,78.8,81.8,107.5,78.8,87.4,77.1,86.4,0.075,100,8.33,0,0,23.5,20.1,194.8,1006.5,65.8,6.2,221.6,19,8,,0.3,0
2017/7/4,93.2,77,83.7,105,77,90.3,75.7,78.1,0.387,100,20.83,0,0,15,20.1,168.7,1007.4,59.8,6.3,210.2,18.2,8,,0.33,1
2017/7/5,98.6,78.8,84.5,117.7,78.8,91.9,77.3,81.1,0.636,100,4.17,0,0,17,22.4,202.3,1009.1,58.2,6.1,244.2,21.2,8,,0.37,1
2017/7/6,95,77,85.8,112.8,77,95.9,78.2,79.7,0.015,100,4.17,0,0,22.4,13.4,168.5,1008.2,61.1,6.2,247.9,21.5,8,,0.4,1
2017/7/7,98.6,80.6,89,114.8,86.1,100.2,76.3,67.7,0.036,100,16.67,0,0,21.5,13.3,186.6,1006.9,82.1,6.3,272.4,23.6,9,,0.43,2
2017/7/8,98.6,80.6,86.9,114.8,86.1,96.4,75.8,71.3,0.197,100,4.17,0,0,20.1,11.2,173.2,1006.8,74.8,6.3,244.2,21.1,9,,0.47,0
2017/7/9,91.4,80.6,86.4,105.1,86.1,96.6,76.6,73.9,0.002,100,4.17,0,0,20.8,11.2,172.3,1005.8,96,6.3,139.8,12.2,5,,0.5,1
2017/7/10,96.8,77,86.4,112.8,77,96.2,77.1,75.6,0.325,100,4.17,0,0,31.5,15.7,176.7,1003.8,67.7,6.1,227.2,19.7,8,,0.53,0
2017/7/11,98.5,77.1,84.4,112.1,77.1,92.5,78,83.4,0.232,100,8.33,0,0,19.7,13.4,156.5,1008.1,53.1,6.4,222.7,19.2,7,,0.57,1
2017/7/12,100.4,77.2,85.9,117.7,77.2,96.3,77.9,79.5,0.06,100,16.67,0,0,44.7,15.7,178.5,1008.9,69.7,6,269.8,23.3,8,,0.61,4
2017/7/13,100.4,78.8,86.9,117.2,78.8,97.7,77.7,75.9,0.385,100,12.5,0,0,13.2,15.5,189.5,1006.9,66.8,6.2,212.6,18.4,8,,0.64,4
2017/7/14,100.4,80.6,89,117,87,101.2,77.1,70.2,0.039,100,8.33,0,0,14.3,13.3,183.9,1006.5,61.7,6.2,269.7,23.2,9,,0.68,2
2017/7/15,96.8,82.4,88.1,115.3,88.2,99.1,76.3,69.5,0,0,0,0,0,24.4,15.7,164.5,1008.1,56,6.3,311.6,26.8,9,,0.71,0
2017/7/16,98.5,80.6,88.6,112.4,85.3,99.5,75.9,67.2,0,0,0,0,0,26.2,15.5,171.6,1010.1,41.7,6.3,294.6,25.4,9,,0.75,1
2017/7/17,95,80.6,87.9,110.2,86.1,99.5,76.6,70.1,0,0,0,0,0,28.2,17.9,165.1,1010.9,45.7,6.3,255.5,22.1,8,,0.75,1
2017/7/18,102.2,80.6,91.5,114.4,88.1,102.8,75.7,63.3,0,0,0,0,0,16.1,8.9,193.4,1009.6,80.1,6.3,274.8,23.8,9,,0.82,0
2017/7/19,102.2,82.4,92.4,114.5,89.5,103.4,75,58.7,0.043,100,4.17,0,0,11.6,8.9,187.1,1007.2,65.5,6.3,279.1,24,9,,0.85,0
2017/7/20,104,84.1,92.2,114.7,94,103.5,75.3,60,0.004,100,4.17,0,0,14.8,11.2,175.4,1006.8,60.5,6.3,261,22.3,9,,0.89,0
2017/7/21,105.8,82.3,92.3,119.3,88.2,103.2,74.8,59.1,0.008,100,4.17,0,0,14.1,11.2,157.8,1008.2,30.3,6.3,296.1,25.6,9,,0.92,0
2017/7/22,104,78.8,90.6,122.4,78.8,104.2,77.7,68.3,0.004,100,4.17,0,0,15.7,24.6,162.2,1009,18.4,6.1,302.8,25.9,9,,0.96,1
2017/7/23,102.2,82.3,91,116.8,92.3,104.5,77.6,67.5,0,0,0,0,0,15.4,11.2,163,1006.1,34.9,6.3,313.8,27.1,9,,0,3
2017/7/24,104,82.3,92.2,117.1,90.8,103.8,75.6,61.4,0,0,0,0,0,15.2,8.9,131.6,1003.7,62.2,6.3,311.8,27,9,,0.02,0
2017/7/25,104,82.4,92.8,119.3,90.7,104.5,75.5,59.5,0,0,0,0,0,17,8.9,79,1003.4,35.4,6.2,308.3,26.6,9,,0.06,0
2017/7/26,102.2,84.1,91.8,116.9,95.2,103.8,76.1,62.4,0.004,100,4.17,0,0,18.6,11.2,116.5,1004,10.4,5.4,305.5,26.3,9,,0.09,1
2017/7/27,100.4,80.6,89.6,114.8,87.1,101,76.3,66.5,0,0,0,0,0,22.4,15.5,154,1004.7,4.3,5.9,305.4,26.3,9,,0.12,0
2017/7/28,98.5,80.6,88.5,114.6,88.1,100.5,77.1,70.4,0.004,100,4.17,0,0,22.4,15.7,145.1,1006.1,18.4,6.3,286.1,24.8,8,,0.16,0
2017/7/29,96.8,80.6,88.2,107.5,88.1,98.8,76.3,70.3,0,0,0,0,0,25.3,15.7,126.8,1004.8,31.5,6.2,281.5,24.2,9,,0.19,0
2017/7/30,87.8,80.6,83,105.1,88,95.2,80.5,92.6,0.118,100,16.67,0,0,29.8,13.4,121,1001.9,55.8,5.8,105.4,9.1,4,,0.25,0
2017/7/31,89.6,82.4,85.7,108.1,90.8,99,79.3,82,0.134,100,16.67,0,0,41.4,20.1,130.8,1000.4,51.5,6.1,209.6,18.1,7,,0.25,0
2017/8/1,93.2,80.6,86.7,110.3,89.3,99.2,78.2,76.7,0.171,100,8.33,0,0,36.5,22.2,149.3,1001.9,55.1,6.2,199,17,7,,0.29,1
2017/8/2,93.2,84.2,87.9,110.3,94.1,100.6,77.7,72.4,0,0,0,0,0,30.6,17.9,157.2,1002,39.7,6.2,251.8,21.7,8,,0.32,0
2017/8/3,96.8,82.4,88.9,116.1,90.8,103.5,78.7,73,0,0,0,0,0,24.6,15.7,161.2,999.8,25.7,6.2,284.5,24.6,9,,0.35,0
2017/8/4,98.6,82.4,88.9,118.5,92.4,105.5,80.1,76.4,0.015,100,4.17,0,0,18.1,11.1,173,1000.6,29.6,6.1,266.5,23,9,,0.38,3
2017/8/5,100.4,82.4,88.6,120.1,96.1,106.5,81.4,81.5,0.119,100,8.33,0,0,17.4,8.9,254.5,1001.2,23.1,4.8,239,20.6,9,,0.42,2
2017/8/6,98.6,80.6,89.5,121,88.1,105.9,79.9,75,0.004,100,4.17,0,0,20.6,11.1,293,1001.6,27.2,5.2,234.8,20.6,8,,0.45,3
2017/8/7,100.4,82.4,91.5,117.7,94.1,108.6,79.6,70.1,0.087,100,16.67,0,0,17.2,13.4,176.7,1001.3,22.6,5.4,245.5,21.1,8,,0.48,1
2017/8/8,102.2,84.2,92.4,120.8,94.1,108.9,79,67,0.098,100,4.17,0,0,22.4,15.7,225.6,1000.1,63.2,6.2,222.9,19.2,8,,0.5,1
2017/8/9,100.4,80.6,85.8,117.2,87.1,97.4,78.3,79.9,0.669,100,8.33,0,0,26.4,13.4,219,999.5,70.7,6.1,235.9,20.3,8,,0.55,1
2017/8/10,93.2,78.8,84.9,107.5,78.8,94.9,78.3,81.9,0.179,100,12.5,0,0,17.2,6.7,187.7,1001.4,68.4,5.9,117,10,5,,0.59,1
2017/8/11,98.6,78.8,87.9,109.8,78.8,97.9,76.7,72.6,0,0,0,0,0,12.8,11.2,145,1004.8,43.3,5.8,250.3,21.5,8,,0.62,1
2017/8/12,95,78.8,85.1,112.8,78.8,96.4,78.6,82,0.158,100,4.17,0,0,17.2,8.9,161.5,1006.2,78.5,6.5,134.3,11.5,5,,0.66,1
2017/8/13,100.4,78.8,88.1,117.7,78.8,99.5,78.3,75.7,0.059,100,8.33,0,0,18.8,11.2,181.7,1004.2,36.6,5.5,251.6,21.7,9,,0.69,2
2017/8/14,100.3,80.6,88.7,117.1,89.3,103.2,79.3,76.2,0.098,100,4.17,0,0,21,11.2,309.9,1003.7,41.7,5.6,213.1,18.4,8,,0.73,1
2017/8/15,95,80.6,86.6,109.9,89.2,99.4,78.8,78.9,0.111,100,25,0,0,23.3,8.9,349.7,1005,46.5,5.6,218.1,18.8,7,,0.75,1
2017/8/16,96.8,77,86.5,112.2,77,95.6,76.8,75.8,0.394,100,8.33,0,0,17.7,11.2,353.1,1006,32.9,5.3,236.7,20.7,8,,0.8,2
2017/8/17,95,75.2,84.2,109.9,75.2,90.6,75.7,77.9,0.123,100,8.33,0,0,16.8,11.2,161.4,1008.1,41.7,6.2,243.3,21.1,9,,0.84,0
2017/8/18,96.8,75.2,84.9,107.4,75.2,92,75.1,75.4,0.481,100,4.17,0,0,15.7,11.2,157.4,1009.5,53.4,6.3,233,20.2,9,,0.87,1
2017/8/19,100.4,77,86.7,117.2,77,95.5,76.3,73.9,0.008,100,8.33,0,0,19,15.7,180.8,1007.5,31.7,6.2,269,23.2,9,,0.91,2
2017/8/20,96.8,77,83.8,112.8,77,92.7,78.4,85.3,0.295,100,4.17,0,0,19,19.9,179.5,1005.6,26.5,5.2,205.7,17.8,8,,0.94,2
2017/8/21,95,77,85.5,110.3,77,94.1,77.4,78.7,0.02,100,4.17,0,0,20.1,11.2,150.6,1005.3,26.2,6.3,259.1,22.2,8,,0.98,0
2017/8/22,95,80.6,86.6,113.4,87.1,99.5,78.6,78.3,0.04,100,25,0,0,26.8,15.7,125.5,1006.8,65.4,6.2,221.8,19.3,7,,0,1
2017/8/23,95,82.4,87.2,109.9,92.4,99.5,77.9,75.1,0.001,100,4.17,0,0,31.3,17.9,161.3,1008.6,54,6.2,222.1,19.2,7,,0.04,0
2017/8/24,98.6,82.4,90,117.7,92.3,103.9,78.2,70.2,0,0,0,0,0,19.5,11.2,166.9,1008.3,21.8,6.3,261.4,22.6,9,,0.08,0
2017/8/25,98.6,77.2,85.9,121,77.2,99.5,80.1,84.6,0.155,100,20.83,0,0,33.6,15.5,175.4,1008.6,51.8,6,245,21.2,9,,0.11,0
2017/8/26,89.6,80.6,82.6,111.4,88.1,94.2,80.6,93.9,0.049,100,4.17,0,0,17.4,11.2,339.7,1011,51.8,5.5,151.1,13.2,5,,0.14,0
2017/8/27,93.2,78.8,85.7,110.3,78.8,97,78.9,81.7,0.008,100,8.33,0,0,19.7,13.4,140.3,1011.7,40.9,5.8,225.7,19.4,7,,0.17,0
2017/8/28,100.4,78.8,88.7,112.2,78.8,99.5,76.6,69.8,0,0,0,0,0,15.7,8.9,160.1,1010.4,38,6.3,266,23,9,,0.21,0
2017/8/29,96.8,80.6,87.6,115.3,88.1,99.9,77.8,74.2,0.002,100,8.33,0,0,19,13.3,74.5,1010.9,22.8,6.3,267.2,23.3,9,,0.25,1
2017/8/30,87.8,78.8,82.7,95.9,78.8,88.1,72.4,71.7,0.028,100,16.67,0,0,21.5,13.4,15.9,1011.6,66.7,6.2,154.6,13.1,6,,0.27,0
2017/8/31,84.2,78.7,80.2,85.7,78.7,81,65.7,61.7,0,0,0,0,0,22.4,11.2,24.2,1011.3,57.6,6.3,156.2,13.6,5,,0.3,2
2017/9/1,86,71.6,78.1,86.7,71.6,78.6,66.9,70.6,0,0,0,0,0,20.1,11.2,358.7,1010.3,57.5,6,212.1,18.3,8,,0.33,1
2017/9/2,86,69.8,76.7,90.6,69.8,77.6,69.8,80.2,0.032,100,20.83,0,0,19.7,9,61.1,1009.5,61.4,6.3,146.2,12.5,6,,0.37,0
2017/9/3,89.6,75.2,80.8,93.4,75.2,82.6,70.2,72,0,0,0,0,0,21.5,15.7,123.9,1010.8,63.9,6.3,218,18.9,7,,0.4,0
2017/9/4,91.4,75.2,82.4,100.5,75.2,86.1,72.1,72.7,0,0,0,0,0,21.3,13.3,136.6,1009.8,39.1,6.3,233.5,20,8,,0.43,2
2017/9/5,98.5,77,86.2,109.8,77,94.2,75.6,72.5,0,0,0,0,0,15.7,11.1,149.7,1008.2,52.3,6.3,244.1,20.9,9,,0.46,1
2017/9/6,98.5,78.8,86.2,114.6,78.8,97.2,78,78.5,0.296,100,4.17,0,0,18.8,13.3,303.4,1006.7,43.1,5.4,242.8,20.9,8,,0.5,2
2017/9/7,80.6,75.2,77.7,88.1,75.2,78.6,75.8,94.2,0.242,100,12.5,0,0,21,8.9,333.2,1008.9,80.7,3.7,113.5,9.7,4,,0.53,1
2017/9/8,78.8,75.2,76.8,78.8,75.2,76.8,75.3,95.4,0.013,100,12.5,0,0,15.4,8.9,118.4,1011.1,77.9,3.9,40.1,3.5,2,,0.57,1
2017/9/9,82.4,77,79,92.3,77,82.2,77.2,94.6,0.221,100,4.17,0,0,17.7,8.9,133.3,1010.2,84.6,3.9,92.7,8.2,4,,0.6,1
2017/9/10,95,77,85.5,110.3,77,94,77.8,79.7,0.007,100,4.17,0,0,22.1,13.4,170.5,1008.1,52.9,4.9,208.4,17.9,8,,0.64,1
2017/9/11,87.8,77,80.8,102.4,77,86.7,77.5,90.1,0.121,100,8.33,0,0,21.7,11.2,310.1,1008.5,71.7,5.5,142.2,12.3,6,,0.67,1
2017/9/12,80.6,73.4,76.4,84.6,73.4,76.7,72,86.9,0.031,100,8.33,0,0,20.4,11.2,350,1014.8,66.2,6,72.8,6.3,4,,0.71,4
2017/9/13,84.2,69.8,76.4,85.7,69.8,76.8,66.1,72.9,0,0,0,0,0,28.4,15.7,9.7,1016,56.4,5.3,245.9,21.1,8,,0.75,4
2017/9/14,78.8,71.6,74.3,78.8,71.6,74.3,68.8,84.3,0.047,100,12.5,0,0,32.9,15.6,342,1011.9,76.5,4.7,69.4,6,3,,0.78,0
2017/9/15,77,73.4,75.3,77,73.4,75.3,74.8,98.3,0.089,100,16.67,0,0,36,13.4,344.6,1009.2,66.7,4.6,40.9,3.5,1,,0.82,2
2017/9/16,80.6,71.6,74.8,82.3,71.6,74.8,67.3,78.6,0.113,100,8.33,0,0,34.4,15.7,326.4,1009.5,65.6,5.9,203,17.5,8,,0.85,0
2017/9/17,82.4,64.4,73.9,83.4,64.4,74.2,63.4,71,0,0,0,0,0,25.1,13.4,317.5,1010.3,32.9,6.2,244.5,21.3,8,,0.89,1
2017/9/18,87.8,64.4,75.7,88.5,64.4,76.1,65.1,72.8,0,0,0,0,0,15.9,11.2,154.2,1011,4,5,256.9,22.2,9,,0.93,1
2017/9/19,89.6,68,79.2,93.5,68,81,68.5,72,0.028,100,12.5,0,0,18.6,8.9,154.3,1010.5,33.4,4.9,239.7,20.8,8,,0.96,0
2017/9/20,78.8,71.6,75.9,78.8,71.6,75.9,74.1,94.5,0.517,100,8.33,0,0,15.7,11.2,276.2,1010.8,41.1,3.2,46.9,4,2,,0,0
2017/9/21,73.4,69.8,71.8,73.4,69.8,71.8,71.7,99.7,0.777,100,20.83,0,0,18.6,6.7,357.7,1011.3,68,3.4,50,4.3,2,,0.03,1
2017/9/22,78.8,69.8,74.3,78.8,69.8,74.3,71.7,92.2,0.016,100,8.33,0,0,17.7,6.7,13.7,1012.6,83.1,4,68.7,5.9,2,,0.06,1
2017/9/23,75.2,66.2,70.3,75.2,66.2,70.3,70,99.2,0.172,100,4.17,0,0,24.2,11.2,21.6,1014.9,79.1,2.3,32.6,2.8,1,,0.09,0
2017/9/24,82.4,68,75.4,89.5,68,76.5,72.8,92.2,0.246,100,8.33,0,0,18.3,8.9,126.4,1012,72.2,3.1,133,11.4,4,,0.13,1
2017/9/25,86,75.2,81.3,101.9,75.2,88.5,78.1,90.4,0.217,100,12.5,0,0,23.3,8.9,137.1,1008.6,16.3,3.9,172.7,14.9,8,,0.16,6
2017/9/26,96.8,77,85.3,112.3,77,94.4,78.4,82.3,0.008,100,8.33,0,0,19.9,11.2,213.2,1007.9,30.9,4.8,208,17.8,7,,0.19,0
2017/9/27,82.4,75.2,79,92.3,75.2,80.8,75.1,88.5,0.055,100,16.67,0,0,25.5,13.4,336.8,1008.8,73.2,4.8,132.9,11.3,6,,0.22,0
2017/9/28,75.2,66.2,70.3,75.2,66.2,70.3,65.9,86.4,0.031,100,8.33,0,0,21.9,11.2,331.4,1013.8,75.1,6,36.6,3,1,,0.25,0
2017/9/29,77,66.2,71.1,77,66.2,71.1,65.9,84.4,0.001,100,4.17,0,0,18.6,6.7,178.1,1017.5,76.1,5.1,82.3,7.1,4,,0.29,0
2017/9/30,75.2,69.8,72.6,75.2,69.8,72.6,72.6,100,0.188,100,12.5,0,0,23.3,6.7,148.3,1017.6,74.4,3.3,56.6,4.8,3,,0.32,0
2017/10/1,89.6,75.2,82.2,102.5,75.2,89.3,76.5,84,0.064,100,4.17,0,0,29.1,13.4,167.8,1011.5,73.9,5.9,187.9,16.4,7,,0.35,0
2017/10/2,91.4,73.4,81.1,107.8,73.4,85.9,76,85.6,0.142,100,25,0,0,21.7,15.6,359.2,1011,76.6,5.1,184.4,15.9,7,,0.38,0
2017/10/3,77,69.8,73.3,77,69.8,73.3,65.1,76.4,0.001,100,4.17,0,0,26.2,13.4,3,1018.3,66.2,6.4,148.4,12.8,6,,0.42,0
2017/10/4,73.4,68,70.7,73.4,68,70.7,59.7,68.3,0,0,0,0,0,22.6,11.1,357.5,1021.5,72.2,6.3,89.6,7.7,4,,0.45,0
2017/10/5,78.8,64.4,71.1,78.8,64.4,71.1,62.7,75.6,0,0,0,0,0,13.6,9,349.8,1018.3,55.7,6.1,175.3,15.2,7,,0.48,0
2017/10/6,73.4,68,70.3,73.4,68,70.3,63.4,78.9,0,0,0,0,0,16.3,8.9,347,1018.2,64.4,3.1,117.1,10.2,4,,0.5,1
2017/10/7,78.8,64.4,71.7,78.8,64.4,71.7,64,77.5,0,0,0,0,0,13.9,4.5,48.1,1019.1,39.6,3.7,155.3,13.5,5,,0.55,0
2017/10/8,84.2,64.4,74,87.4,64.4,74.7,66.1,78.4,0,0,0,0,0,17.9,11.2,140.3,1019.2,13.6,4.7,208.7,18,7,,0.59,1
2017/10/9,84.2,66.2,75.8,92.4,66.2,77.8,71.3,86.5,0.024,100,16.67,0,0,21.7,11.2,123.4,1018.4,55.6,4.9,123.4,10.6,6,,0.62,0
2017/10/10,89.5,77,81.2,102.4,77,86,76.3,85.7,0.04,100,25,0,0,20.8,11.2,149,1016.5,56.8,5.7,151.7,13.2,7,,0.66,1
2017/10/11,77,68,72.6,77,68,72.6,70.3,92.6,0.036,100,8.33,0,0,21.3,11.2,333.2,1018,83.8,5.2,58.5,5.1,2,,0.69,1
2017/10/12,68,62.6,66.3,68,62.6,66.3,65.4,97,0.047,100,12.5,0,0,23.5,11.2,338.6,1019.1,68.9,3.3,48.4,4.2,2,,0.75,2
2017/10/13,73.4,62.6,67.5,73.4,62.6,67.5,57.9,73.6,0.074,100,4.17,0,0,28.4,15.7,5.4,1019.1,77.1,5.5,86.5,7.4,4,,0.76,0
2017/10/14,69.8,60.8,66.1,69.8,60.8,66.1,59.9,81.5,0.314,100,12.5,0,0,27.1,11.2,2.1,1018.6,72.7,5.1,26.2,2.3,1,,0.8,2
2017/10/15,68,62.6,66.5,68,62.6,66.5,66.5,100,2.583,100,20.83,0,0,34.9,13.4,357.3,1017,71.2,2.9,7,0.6,0,,0.83,1
2017/10/16,69.8,62.6,67.2,69.8,62.6,67.2,67.1,99.7,4.671,100,20.83,0,0,38,13.5,337.7,1017.7,73.7,2.8,19.5,1.7,1,,0.87,1
2017/10/17,69.8,62.6,65.5,69.8,62.6,65.5,62,89.3,0.378,100,12.5,0,0,27.1,11.2,339.9,1020.8,80.6,4.2,40.6,3.3,2,,0.91,0
2017/10/18,71.6,64.4,67.1,71.6,64.4,67.1,62.9,86.6,0.051,100,8.33,0,0,21,11.2,329.4,1018.8,68,4.7,60.3,5.1,2,,0.94,0
2017/10/19,71.6,62.6,66.2,71.6,62.6,66.2,61.1,84.2,0.059,100,4.17,0,0,25.3,13.4,325.9,1017.5,66,4.1,106.9,9.3,5,,0.98,0
2017/10/20,68,62.6,64.5,68,62.6,64.5,59.2,83.5,0.027,100,8.33,0,0,26.4,8.9,335.2,1017.1,60.6,4.3,98.4,8.5,4,,0,0
2017/10/21,73.4,60.8,65.8,73.4,60.8,65.8,55.9,71.5,0.016,100,12.5,0,0,35.8,13.4,342,1016,53.7,6.2,143.5,12.3,5,,0.04,0
2017/10/22,71.6,60.8,65.5,71.6,60.8,65.5,55,69.7,0,0,0,0,0,33.8,19.9,320.3,1014.1,35.6,3.4,155.6,13.5,6,,0.08,0
2017/10/23,69.8,59,63.5,69.8,59,63.5,52.5,68.1,0,0,0,0,0,27.5,13.4,321.6,1019.5,39.4,5.2,158.9,13.6,6,,0.11,2
2017/10/24,69.8,53.6,61.2,69.8,53.6,61.2,48.6,65.4,0,0,0,0,0,22.4,11.2,335.6,1025,19.8,6.1,171.2,14.9,6,,0.14,1
2017/10/25,71.6,50,60.4,71.6,50,60.4,52.6,77.8,0,0,0,0,0,15.9,6.7,28.8,1024.5,24.3,5.8,151.4,13.2,5,,0.17,0
2017/10/26,75.2,53.6,63.2,75.2,53.6,63.2,55,77.6,0,0,0,0,0,13.6,6.7,9.9,1019.9,10.3,4.8,167.8,14.5,6,,0.21,3
2017/10/27,71.6,53.6,62.4,71.6,53.6,62.4,55.3,80,0,0,0,0,0,21.3,8.9,347.6,1017.9,15.1,5.3,185.1,15.9,7,,0.24,5
2017/10/28,71.6,57.2,64.5,71.6,57.2,64.5,54.7,72.2,0,0,0,0,0,31.3,15.7,328.2,1017.9,34.6,5.1,141.3,12.1,6,,0.25,4
2017/10/29,69.8,58.9,63,69.8,58.9,63,53.2,70.9,0.002,100,4.17,0,0,37.4,17.9,330.9,1024,52.5,4.6,144.7,12.3,5,,0.3,0
2017/10/30,64.4,51.8,57.6,64.4,51.8,57.6,41.8,56.6,0,0,0,0,0,26.2,15.7,327.1,1029,61.7,6.3,91.5,7.8,3,,0.34,1
2017/10/31,66.2,51.8,58.7,66.2,51.8,58.7,48.1,69.2,0,0,0,0,0,13.6,6.7,23.7,1025.6,53.8,6.3,110.5,9.6,4,,0.37,0
2017/11/1,73.4,48.2,60.5,73.4,48.2,60.5,51,74.6,0,0,0,0,0,13.4,6.7,164.3,1020.6,4.2,5.8,190,16.2,7,,0.4,0
2017/11/2,77,51.8,63.3,77,51.8,63.3,54.3,75.7,0,0,0,0,0,10.5,6.7,32.5,1017.9,8.6,5.4,160.3,13.7,6,,0.43,0
2017/11/3,76.9,53.6,64.9,76.9,53.6,64.9,54.1,71.8,0.008,100,8.33,0,0,25.7,13.4,353,1021.9,10.5,3.4,177.8,15.4,7,,0.47,0
2017/11/4,62.6,53.6,58.8,62.6,53.6,58.8,41.9,54.3,0.015,100,4.17,0,0,29.5,13.4,359.4,1030.7,60,6.3,127.5,10.9,5,,0.5,0
